Datetime,Day_local,Time_local,Filename,Bin_num,Temp.C.,Press.hPa.,Bin_Mid,dNdLogDP,logbinsize,total_conc,total_area,total_volume,Bin_L,Bin_U,Location,Date,Time
2023-03-18T00:06:37Z,230318,10:06:37,230318A,23,30.2,1024.1,141.2557479,474.10629144745997,0.0827109694329744,1024.5629764043003,55.69745657881213,1.674308189136807,135.5791370509037,147.26982913852126,OW,2023-03-18,00:06:37
2023-03-18T00:06:37Z,230318,10:06:37,230318A,24,30.2,1024.1,153.5399649,392.32958628341,0.08411346952141585,1024.5629764043003,55.69745657881213,1.674308189136807,147.26982913852126,160.19309736020566,OW,2023-03-18,00:06:37
2023-03-18T00:06:37Z,230318,10:06:37,230318A,25,30.2,1024.1,167.13452070000002,460.02425056287996,0.08560913126045033,1024.5629764043003,55.69745657881213,1.674308189136807,160.19309736020566,174.51122693813355,OW,2023-03-18,00:06:37
2023-03-18T00:06:37Z,230318,10:06:37,230318A,26,30.2,1024.1,182.213514,498.01171836692,0.08719599790103238,1024.5629764043003,55.69745657881213,1.674308189136807,174.51122693813355,190.41103454637943,OW,2023-03-18,00:06:37
2023-03-18T00:06:37Z,230318,10:06:37,230318A,27,30.2,1024.1,198.97734960000003,532.8381508359201,0.08890654843551538,1024.5629764043003,55.69745657881213,1.674308189136807,190.41103454637943,208.1151690168109,OW,2023-03-18,00:06:37
2023-03-18T00:06:37Z,230318,10:06:37,230318A,28,30.2,1024.1,217.67263290000002,651.622796896,0.0906621965416976,1024.5629764043003,55.69745657881213,1.674308189136807,208.1151690168109,227.86510752444985,OW,2023-03-18,00:06:37
2023-03-18T00:06:37Z,230318,10:06:37,230318A,29,30.2,1024.1,238.53484260000002,474.4716125907,0.09244932841088982,1024.5629764043003,55.69745657881213,1.674308189136807,227.86510752444985,249.93556599344268,OW,2023-03-18,00:06:37
2023-03-18T00:06:37Z,230318,10:06:37,230318A,30,30.2,1024.1,261.8811846,303.45054067562006,0.09337551678426692,1024.5629764043003,55.69745657881213,1.674308189136807,249.93556599344268,274.3977415735165,OW,2023-03-18,00:06:37
2023-03-18T00:08:48Z,230318,10:08:48,230318A,1,30.2,1024.5,27.939463200000002,10.506924490579998,0.0687521507048845,1036.4510287857677,56.82124684860098,1.7126273039153124,26.995334794690557,28.91661132714255,OW,2023-03-18,00:08:48
2023-03-18T00:08:48Z,230318,10:08:48,230318A,2,30.2,1024.5,29.927933999999997,50.98079911192001,0.06887342529116403,1036.4510287857677,56.82124684860098,1.7126273039153124,28.91661132714255,30.978383093784196,OW,2023-03-18,00:08:48
2023-03-18T00:08:48Z,230318,10:08:48,230318A,3,30.2,1024.5,32.0657022,278.3511983107,0.06912636024228203,1036.4510287857677,56.82124684860098,1.7126273039153124,30.978383093784196,33.19555568100381,OW,2023-03-18,00:08:48
2023-03-18T00:08:48Z,230318,10:08:48,230318A,4,30.2,1024.5,34.365220199999996,248.49403278015004,0.06940103658368457,1036.4510287857677,56.82124684860098,1.7126273039153124,33.19555568100381,35.58118683615503,OW,2023-03-18,00:08:48
2023-03-18T00:08:48Z,230318,10:08:48,230318A,5,30.2,1024.5,36.840178800000004,293.63366922426,0.06969943863188721,1036.4510287857677,56.82124684860098,1.7126273039153124,35.58118683615503,38.1496459473946,OW,2023-03-18,00:08:48
2023-03-18T00:08:48Z,230318,10:08:48,230318A,6,30.2,1024.5,39.505657500000005,286.73192552549995,0.0700237400827568,1036.4510287857677,56.82124684860098,1.7126273039153124,38.1496459473946,40.916778746715984,OW,2023-03-18,00:08:48
2023-03-18T00:08:48Z,230318,10:08:48,230318A,7,30.2,1024.5,42.3783045,283.80386433492,0.07037633085534223,1036.4510287857677,56.82124684860098,1.7126273039153124,40.916778746715984,43.90009780949596,OW,2023-03-18,00:08:48
2023-03-18T00:08:48Z,230318,10:08:48,230318A,8,30.2,1024.5,45.4765383,520.32100791745,0.07075978431275454,1036.4510287857677,56.82124684860098,1.7126273039153124,43.90009780949596,47.11900073933825,OW,2023-03-18,00:08:48
2023-03-18T00:08:48Z,230318,10:08:48,230318A,9,30.2,1024.5,48.8207835,795.4727124128201,0.07117693930514912,1036.4510287857677,56.82124684860098,1.7126273039153124,47.11900073933825,50.59502603222532,OW,2023-03-18,00:08:48
